geracao;minFitness;maxFitness;avgFitness;time
32243;127;534;223;18.816025
32244;127;580;218;18.816596
32245;127;563;233;18.817197
32246;127;542;218;18.817775
32247;127;532;221;18.818361
32248;127;540;219;18.818958
32249;127;556;226;18.819554
32250;127;558;227;18.820146
32251;127;573;238;18.820757
32252;127;534;223;18.821359
32253;127;535;222;18.821945
32254;127;555;227;18.822539
32255;127;564;221;18.823134
32256;127;545;223;18.823729
32257;127;565;225;18.824317
32258;127;549;219;18.824923
32259;127;580;225;18.825512
32260;127;542;226;18.826171
32261;127;530;217;18.826785
32262;127;539;234;18.827390
32263;127;549;223;18.827979
32264;127;563;231;18.828588
32265;127;541;223;18.829185
32266;127;563;227;18.829785
32267;127;552;225;18.830385
32268;127;543;219;18.830979
32269;127;554;226;18.831563
32270;127;548;220;18.832156
32271;127;545;231;18.832755
32272;127;549;227;18.833356
32273;127;532;229;18.833963
32274;127;545;230;18.834565
32275;127;551;230;18.835173
32276;127;544;224;18.835772
32277;127;553;223;18.836371
32278;127;561;233;18.836984
32279;127;557;220;18.837557
32280;127;552;230;18.838130
32281;127;597;226;18.838723
32282;127;558;229;18.839333
32283;127;530;228;18.839933
32284;127;583;224;18.840526
32285;127;567;215;18.841112
32286;127;541;227;18.841707
32287;127;560;229;18.842304
32288;127;551;229;18.842901
32289;127;537;230;18.843513
32290;127;552;225;18.844100
32291;127;551;223;18.844696
32292;127;537;233;18.845293
32293;127;556;226;18.845891
32294;127;550;224;18.846483
32295;127;560;234;18.847095
32296;127;559;232;18.847696
32297;127;550;242;18.848300
32298;127;573;226;18.848910
32299;127;550;223;18.849508
32300;127;583;230;18.850116
32301;127;564;237;18.850716
32302;127;548;218;18.851302
32303;127;547;228;18.851899
32304;127;547;225;18.852496
32305;127;531;232;18.853111
32306;127;532;220;18.853710
32307;127;527;230;18.854303
32308;127;532;218;18.854897
32309;127;546;227;18.855496
32310;127;541;218;18.856086
32311;127;559;219;18.856682
32312;127;549;229;18.857272
32313;127;539;236;18.857878
32314;127;544;222;18.858494
32315;127;543;218;18.859086
32316;127;534;233;18.859693
32317;127;548;224;18.860287
32318;127;557;234;18.860866
32319;127;549;225;18.861449
32320;127;551;227;18.862046
32321;127;533;242;18.862662
32322;127;546;230;18.863270
32323;127;541;237;18.863879
32324;127;560;224;18.864484
32325;127;550;220;18.865078
32326;127;531;217;18.865694
32327;127;537;225;18.866288
32328;127;570;230;18.866885
32329;127;552;226;18.867483
32330;127;539;223;18.868072
32331;127;561;233;18.868686
32332;127;536;224;18.869273
32333;127;557;227;18.869867
32334;127;532;221;18.870458
32335;127;560;225;18.871045
32336;127;546;227;18.871641
32337;127;545;228;18.872246
32338;127;551;229;18.872839
32339;127;536;222;18.873427
32340;127;552;216;18.874017
32341;127;546;233;18.874617
32342;127;548;236;18.875215
32343;127;557;230;18.875829
32344;127;542;218;18.876422
32345;127;534;224;18.877020
32346;127;531;226;18.877633
32347;127;556;231;18.878237
32348;127;554;234;18.878842
32349;127;520;232;18.879449
32350;127;550;229;18.880053
32351;127;536;227;18.880658
32352;127;538;230;18.881255
32353;127;534;223;18.881852
32354;127;571;229;18.882442
32355;127;564;234;18.883055
32356;127;565;235;18.883666
32357;127;542;216;18.884265
32358;127;532;231;18.884864
32359;127;541;227;18.885460
32360;127;531;219;18.886062
32361;127;545;220;18.886662
32362;127;561;219;18.887247
32363;127;546;227;18.887838
32364;127;523;223;18.888432
32365;127;542;218;18.889018
32366;127;576;221;18.889621
32367;127;541;222;18.890224
32368;127;545;226;18.890820
32369;127;566;220;18.891415
32370;127;539;220;18.892000
32371;127;537;216;18.892585
32372;127;534;216;18.893175
32373;127;569;224;18.893772
32374;127;595;228;18.894368
32375;127;553;223;18.894971
32376;127;549;227;18.895553
32377;127;546;225;18.896148
32378;127;553;229;18.896745
32379;127;551;225;18.897336
32380;127;567;219;18.897927
32381;127;533;217;18.898520
32382;127;540;227;18.899125
32383;127;543;224;18.899723
32384;127;546;242;18.900328
32385;127;562;233;18.900911
32386;127;550;231;18.901511
32387;127;542;229;18.902111
32388;127;555;228;18.902716
32389;127;538;222;18.903316
32390;127;553;227;18.903918
32391;127;545;242;18.904532
32392;127;541;213;18.905121
32393;127;552;222;18.905712
32394;127;542;239;18.906305
32395;127;555;232;18.906918
32396;127;543;221;18.907500
32397;127;540;225;18.908091
32398;127;551;231;18.908689
32399;127;558;238;18.909293
32400;127;541;229;18.909894
32401;127;563;226;18.910487
32402;127;558;230;18.911083
32403;127;568;237;18.911698
32404;127;542;237;18.912307
32405;127;552;221;18.912901
32406;127;544;227;18.913494
32407;127;556;234;18.914099
32408;127;564;222;18.914692
32409;127;548;224;18.915286
32410;127;549;225;18.915880
32411;127;547;237;18.916486
32412;127;553;224;18.917078
32413;127;561;212;18.917658
32414;127;540;222;18.918248
32415;127;542;230;18.918844
32416;127;548;224;18.919447
32417;127;544;211;18.920031
32418;127;562;231;18.920632
32419;127;557;225;18.921219
32420;127;533;226;18.921811
32421;127;552;235;18.922409
32422;127;542;225;18.922990
32423;127;549;227;18.923565
32424;127;555;236;18.924161
32425;127;537;225;18.924759
32426;127;552;222;18.925353
32427;127;552;223;18.925944
32428;127;535;227;18.926546
32429;127;550;231;18.927150
32430;127;528;223;18.927740
32431;127;534;229;18.928334
32432;127;557;229;18.928935
32433;127;541;222;18.929522
32434;127;532;228;18.930114
32435;127;564;226;18.930721
32436;127;547;225;18.931323
32437;127;548;227;18.931925
32438;127;540;224;18.932517
32439;127;532;223;18.933111
32440;127;539;216;18.933699
32441;127;533;225;18.934287
32442;127;535;225;18.934885
32443;127;542;230;18.935485
32444;127;541;220;18.936073
32445;127;534;220;18.936662
32446;127;546;229;18.937259
32447;127;562;229;18.937855
32448;127;524;223;18.938454
32449;127;537;223;18.939045
32450;127;568;222;18.939632
32451;127;547;228;18.940230
32452;127;532;224;18.940830
32453;127;525;230;18.941434
32454;127;564;229;18.942043
32455;127;545;221;18.942644
32456;127;536;220;18.943234
32457;127;578;234;18.943838
32458;127;552;234;18.944446
32459;127;532;224;18.945046
32460;127;536;222;18.945640
32461;127;545;226;18.946237
32462;127;554;228;18.946833
32463;127;541;227;18.947432
32464;127;550;222;18.948025
32465;127;533;217;18.948613
32466;127;553;224;18.949198
32467;127;568;220;18.949795
32468;127;560;225;18.950378
32469;127;556;219;18.950959
32470;127;526;223;18.951552
32471;127;559;217;18.952132
32472;127;551;229;18.952755
32473;127;542;226;18.953354
32474;127;542;221;18.953945
32475;127;551;228;18.954545
32476;127;556;225;18.955141
32477;127;557;226;18.955741
32478;127;547;228;18.956344
32479;127;548;226;18.956938
32480;127;566;229;18.957538
32481;127;549;222;18.958131
32482;127;547;214;18.958717
32483;127;544;224;18.959311
32484;127;541;226;18.959912
32485;127;566;226;18.960505
32486;127;536;220;18.961093
32487;127;549;223;18.961681
32488;127;547;216;18.962261
32489;127;538;222;18.962849
32490;127;545;234;18.963451
32491;127;554;233;18.964072
32492;127;544;224;18.964678
32493;127;556;217;18.965259
32494;127;547;214;18.965845
32495;127;534;228;18.966441
32496;127;535;224;18.967055
32497;127;550;223;18.967658
32498;127;568;223;18.968252
32499;127;573;221;18.968846
32500;127;586;224;18.969428
32501;127;563;225;18.970025
32502;127;552;221;18.970602
32503;127;529;226;18.971197
32504;127;571;229;18.971798
32505;127;556;230;18.972406
32506;127;566;230;18.973007
32507;127;552;231;18.973617
32508;127;553;228;18.974228
32509;127;546;227;18.974825
32510;127;571;223;18.975422
32511;127;531;224;18.976022
32512;127;557;227;18.976618
32513;127;538;217;18.977217
32514;127;556;227;18.977812
32515;127;549;221;18.978396
32516;127;555;226;18.978998
32517;127;564;222;18.979602
32518;127;563;220;18.980186
32519;127;545;222;18.980768
32520;127;565;225;18.981369
32521;127;553;226;18.981972
32522;127;553;217;18.982555
32523;127;559;225;18.983157
32524;127;534;234;18.983759
32525;127;543;224;18.984362
32526;127;562;221;18.984966
32527;127;534;216;18.985550
32528;127;576;222;18.986139
32529;127;545;225;18.986728
32530;127;543;219;18.987318
32531;127;552;226;18.987910
32532;127;560;227;18.988506
32533;127;534;223;18.989095
32534;127;528;221;18.989688
32535;127;566;219;18.990280
32536;127;564;224;18.990876
32537;127;540;222;18.991473
32538;127;533;230;18.992073
32539;127;556;226;18.992673
32540;127;553;222;18.993268
32541;127;551;214;18.993853
32542;127;543;219;18.994448
32543;127;535;227;18.995055
32544;127;542;233;18.995673
32545;127;555;234;18.996283
32546;127;528;225;18.996888
32547;127;536;221;18.997483
32548;127;552;224;18.998067
32549;127;560;220;18.998650
32550;127;566;235;18.999252
32551;127;562;228;18.999850
32552;127;564;222;19.000447
32553;127;541;226;19.001046
32554;127;537;233;19.001646
32555;127;555;222;19.002246
32556;127;562;237;19.002852
32557;127;536;234;19.003462
32558;127;542;225;19.004053
32559;127;538;229;19.004658
32560;127;551;235;19.005254
32561;127;574;225;19.005861
32562;127;547;235;19.006462
32563;127;542;229;19.007055
32564;127;542;233;19.007666
32565;127;532;232;19.008257
32566;127;549;226;19.008839
32567;127;538;235;19.009438
32568;127;541;230;19.010031
32569;127;542;225;19.010615
32570;127;579;230;19.011216
32571;127;550;226;19.011811
32572;127;562;226;19.012399
32573;127;548;232;19.012991
32574;127;542;229;19.013595
32575;127;564;230;19.014191
32576;127;547;221;19.014776
32577;127;549;235;19.015382
32578;127;535;221;19.015977
32579;127;550;222;19.016586
32580;127;538;222;19.017180
32581;127;545;227;19.017770
32582;127;556;234;19.018374
32583;127;542;224;19.018974
32584;127;533;229;19.019574
32585;127;540;224;19.020173
32586;127;544;231;19.020776
32587;127;545;220;19.021360
32588;127;553;239;19.021949
32589;127;581;231;19.022552
32590;127;545;223;19.023157
32591;127;547;233;19.023786
32592;127;597;229;19.024391
32593;127;554;230;19.024997
32594;127;539;239;19.025614
32595;127;522;227;19.026203
32596;127;533;213;19.026792
32597;127;554;221;19.027397
32598;127;537;225;19.027998
32599;127;561;232;19.028584
32600;127;556;220;19.029166
32601;127;531;219;19.029758
32602;127;537;232;19.030360
32603;127;571;232;19.030971
32604;127;543;220;19.031558
32605;127;554;227;19.032151
32606;127;534;230;19.032755
32607;127;557;243;19.033388
32608;127;549;226;19.033992
32609;127;556;228;19.034590
32610;127;576;237;19.035196
32611;127;537;229;19.035812
32612;127;558;220;19.036410
32613;127;533;224;19.037005
32614;127;565;222;19.037603
32615;127;531;221;19.038193
32616;127;539;229;19.038789
32617;127;563;224;19.039388
32618;127;524;222;19.039964
32619;127;541;216;19.040630
32620;127;554;222;19.041307
32621;127;551;237;19.041914
32622;127;553;233;19.042532
32623;127;538;222;19.043144
32624;127;541;225;19.043750
32625;127;555;230;19.044357
32626;127;532;229;19.044958
32627;127;570;226;19.045557
32628;127;563;221;19.046131
32629;127;545;218;19.046709
32630;127;531;219;19.047299
32631;127;566;231;19.047912
32632;127;542;233;19.048559
32633;127;593;235;19.049180
32634;127;556;231;19.049782
32635;127;558;232;19.050390
32636;127;533;223;19.050986
32637;127;537;224;19.051590
32638;127;543;226;19.052183
32639;127;552;225;19.052780
32640;127;536;230;19.053370
32641;127;560;235;19.053974
32642;127;557;221;19.054563
32643;127;570;232;19.055153
32644;127;556;227;19.055744
32645;127;545;218;19.056332
32646;127;555;215;19.056906
32647;127;560;225;19.057491
32648;127;560;224;19.058083
32649;127;534;227;19.058698
32650;127;551;221;19.059293
32651;127;566;224;19.059901
32652;127;530;217;19.060477
32653;127;540;225;19.061058
32654;127;547;229;19.061659
32655;127;549;219;19.062245
32656;127;547;226;19.062843
32657;127;536;223;19.063443
32658;127;542;241;19.064054
32659;127;560;226;19.064644
32660;127;549;228;19.065243
32661;127;544;232;19.065855
32662;127;547;231;19.066464
32663;127;542;237;19.067074
32664;127;564;225;19.067662
32665;127;547;230;19.068265
32666;127;546;224;19.068870
32667;127;573;224;19.069457
32668;127;539;226;19.070048
32669;127;550;239;19.070647
32670;127;555;228;19.071241
32671;127;537;222;19.071842
32672;127;551;228;19.072439
32673;127;554;221;19.073034
32674;127;543;216;19.073617
32675;127;539;220;19.074205
32676;127;546;230;19.074796
32677;127;547;224;19.075395
32678;127;561;220;19.075982
32679;127;556;224;19.076567
32680;127;552;224;19.077168
32681;127;532;228;19.077760
32682;127;570;239;19.078366
32683;127;561;226;19.078957
32684;127;543;230;19.079550
32685;127;534;230;19.080147
32686;127;540;243;19.080761
32687;127;522;224;19.081369
32688;127;550;232;19.081978
32689;127;541;221;19.082572
32690;127;543;221;19.083162
32691;127;540;217;19.083754
32692;127;545;233;19.084354
32693;127;537;224;19.084945
32694;127;540;228;19.085537
32695;127;548;232;19.086140
32696;127;573;224;19.086738
32697;127;536;225;19.087335
32698;127;566;231;19.087939
32699;127;560;237;19.088556
32700;127;551;229;19.089156
32701;127;536;216;19.089733
32702;127;551;225;19.090323
32703;127;546;215;19.090899
32704;127;539;227;19.091497
32705;127;557;228;19.092098
32706;127;574;233;19.092696
32707;127;542;218;19.093283
32708;127;534;221;19.093875
32709;127;551;221;19.094466
32710;127;552;230;19.095052
32711;127;532;227;19.095657
32712;127;549;220;19.096246
32713;127;582;225;19.096834
32714;127;556;222;19.097423
32715;127;547;231;19.098025
32716;127;542;217;19.098613
32717;127;551;226;19.099202
32718;127;536;225;19.099792
32719;127;555;233;19.100401
32720;127;578;227;19.101027
32721;127;533;228;19.101632
32722;127;549;220;19.102227
32723;127;563;224;19.102821
32724;127;588;222;19.103411
32725;127;541;227;19.104007
32726;127;546;227;19.104611
32727;127;537;223;19.105201
32728;127;548;234;19.105805
32729;127;559;223;19.106397
32730;127;557;223;19.106991
32731;127;547;224;19.107591
32732;127;559;237;19.108196
32733;127;542;227;19.108803
32734;127;563;223;19.109385
32735;127;544;229;19.109981
32736;127;546;233;19.110578
32737;127;568;233;19.111200
32738;127;555;225;19.111804
32739;127;546;222;19.112396
32740;127;536;224;19.112979
32741;127;541;234;19.113576
32742;127;573;230;19.114173
32743;127;574;235;19.114776
32744;127;557;232;19.115378
32745;127;549;221;19.115965
32746;127;535;219;19.116546
32747;127;553;221;19.117125
32748;127;539;226;19.117711
32749;127;568;236;19.118323
32750;127;556;228;19.118924
32751;127;543;226;19.119523
32752;127;534;224;19.120118
32753;127;556;223;19.120699
32754;127;532;229;19.121299
32755;127;554;224;19.121902
32756;127;534;226;19.122498
32757;127;533;231;19.123097
32758;127;534;228;19.123698
32759;127;531;225;19.124297
32760;127;565;230;19.124889
32761;127;524;215;19.125481
32762;127;558;238;19.126088
32763;127;552;227;19.126684
32764;127;548;224;19.127284
32765;127;597;235;19.127909
32766;127;551;222;19.128507
32767;127;553;225;19.129100
32768;127;541;223;19.129685
32769;127;535;223;19.130280
32770;127;531;223;19.130869
32771;127;533;237;19.131474
32772;127;553;227;19.132065
32773;127;557;220;19.132663
32774;127;542;229;19.133248
32775;127;551;224;19.133827
32776;127;550;229;19.134426
32777;127;556;222;19.135017
32778;127;555;220;19.135602
32779;127;535;225;19.136189
32780;127;553;231;19.136785
32781;127;552;228;19.137379
32782;127;587;237;19.137992
32783;127;562;228;19.138595
32784;127;550;230;19.139201
32785;127;553;229;19.139798
32786;127;533;224;19.140385
32787;127;559;222;19.140982
32788;127;538;220;19.141559
32789;127;528;230;19.142156
32790;127;541;221;19.142743
32791;127;536;219;19.143336
32792;127;541;230;19.143935
32793;127;539;230;19.144537
32794;127;543;219;19.145121
32795;127;571;224;19.145708
32796;127;528;225;19.146309
32797;127;540;232;19.146910
32798;127;558;235;19.147516
32799;127;540;238;19.148129
32800;127;533;231;19.148734
32801;127;558;227;19.149335
32802;127;538;231;19.149934
32803;127;552;228;19.150537
32804;127;555;220;19.151131
32805;127;588;228;19.151723
32806;127;552;223;19.152313
32807;127;557;242;19.152925
32808;127;556;226;19.153540
32809;127;558;224;19.154130
32810;127;550;227;19.154715
32811;127;546;233;19.155317
32812;127;540;224;19.155915
32813;127;529;236;19.156522
32814;127;548;231;19.157126
32815;127;543;228;19.157722
32816;127;541;222;19.158311
32817;127;547;223;19.158916
32818;127;545;225;19.159513
32819;127;561;220;19.160107
32820;127;536;231;19.160706
32821;127;533;236;19.161320
32822;127;553;230;19.161936
32823;127;562;228;19.162552
32824;127;559;228;19.163151
32825;127;548;225;19.163760
32826;127;548;221;19.164444
32827;127;530;227;19.165054
32828;127;550;229;19.165656
32829;127;582;216;19.166250
32830;127;562;224;19.166843
32831;127;545;234;19.167445
32832;127;549;239;19.168062
32833;127;565;224;19.168657
32834;127;547;229;19.169266
32835;127;528;230;19.169881
32836;127;547;222;19.170486
32837;127;573;233;19.171098
32838;127;547;228;19.171711
32839;127;539;227;19.172306
32840;127;544;231;19.172920
32841;127;566;231;19.173523
32842;127;561;225;19.174117
32843;127;542;226;19.174711
32844;127;575;225;19.175302
32845;127;546;222;19.175888
32846;127;581;228;19.176480
32847;127;542;232;19.177095
32848;127;541;219;19.177701
32849;127;549;222;19.178303
32850;127;549;225;19.178899
32851;127;535;224;19.179485
32852;127;566;229;19.180094
32853;127;532;233;19.180702
32854;127;546;229;19.181305
32855;127;535;227;19.181894
32856;127;551;223;19.182487
32857;127;536;227;19.183089
32858;127;557;234;19.183709
32859;127;533;225;19.184317
32860;127;560;226;19.184914
32861;127;551;225;19.185523
32862;127;570;234;19.186123
32863;127;541;236;19.186730
32864;127;549;234;19.187341
32865;127;557;236;19.187946
32866;127;581;232;19.188543
32867;127;539;231;19.189145
32868;127;540;233;19.189753
32869;127;557;231;19.190360
32870;127;537;234;19.190956
32871;127;544;231;19.191544
32872;127;571;221;19.192142
32873;127;543;232;19.192738
32874;127;554;225;19.193337
32875;127;580;231;19.193934
32876;127;540;228;19.194530
32877;127;536;220;19.195115
32878;127;555;224;19.195710
32879;127;558;225;19.196306
32880;127;541;225;19.196900
32881;127;543;233;19.197500
32882;127;563;225;19.198107
32883;127;568;237;19.198704
32884;127;581;230;19.199306
32885;127;554;226;19.199889
32886;127;561;226;19.200483
32887;127;551;236;19.201089
32888;127;552;230;19.201682
32889;127;530;229;19.202285
32890;127;549;232;19.202889
32891;127;565;235;19.203481
32892;127;536;230;19.204091
32893;127;568;221;19.204678
32894;127;554;230;19.205298
32895;127;587;224;19.205908
32896;127;544;234;19.206521
32897;127;554;228;19.207148
32898;127;564;222;19.207744
32899;127;544;221;19.208331
32900;127;551;215;19.208922
32901;127;549;226;19.209518
32902;127;553;233;19.210125
32903;127;550;228;19.210726
32904;127;540;235;19.211333
32905;127;562;229;19.211948
32906;127;558;227;19.212549
32907;127;560;218;19.213135
32908;127;533;222;19.213726
32909;127;526;219;19.214308
32910;127;538;235;19.214921
32911;127;552;231;19.215541
32912;127;588;224;19.216134
32913;127;551;230;19.216714
32914;127;553;240;19.217325
32915;127;560;235;19.218021
32916;127;550;224;19.218712
32917;127;553;225;19.219317
32918;127;578;226;19.219891
32919;127;567;225;19.220486
32920;127;553;223;19.221086
32921;127;561;225;19.221681
32922;127;546;227;19.222276
32923;127;552;232;19.222875
32924;127;551;221;19.223482
32925;127;552;221;19.224059
32926;127;547;216;19.224645
32927;127;544;235;19.225244
32928;127;546;227;19.225852
32929;127;541;225;19.226454
32930;127;545;230;19.227061
32931;127;532;231;19.227681
32932;127;535;236;19.228283
32933;127;561;232;19.228889
32934;127;555;227;19.229488
32935;127;559;223;19.230081
32936;127;566;230;19.230680
32937;127;555;228;19.231284
32938;127;544;217;19.231876
32939;127;543;230;19.232479
32940;127;558;218;19.233059
32941;127;535;230;19.233652
32942;127;525;226;19.234256
32943;127;540;227;19.234860
32944;127;546;229;19.235461
32945;127;543;227;19.236062
32946;127;551;224;19.236651
32947;127;565;222;19.237243
32948;127;559;232;19.237845
32949;127;530;212;19.238420
32950;127;533;225;19.239004
32951;127;538;243;19.239609
32952;127;536;224;19.240213
32953;127;553;232;19.240812
32954;127;536;224;19.241403
32955;127;559;224;19.242005
32956;127;545;225;19.242611
32957;127;552;229;19.243202
32958;127;559;227;19.243799
32959;127;565;222;19.244390
32960;127;561;225;19.244988
32961;127;530;224;19.245591
32962;127;542;230;19.246178
32963;127;550;238;19.246777
32964;127;544;232;19.247392
32965;127;552;232;19.247999
32966;127;552;232;19.248604
32967;127;559;219;19.249214
32968;127;530;225;19.249812
32969;127;553;220;19.250406
32970;127;545;230;19.251000
32971;127;553;221;19.251605
32972;127;544;220;19.252199
32973;127;533;223;19.252792
32974;127;553;238;19.253395
32975;127;577;226;19.253997
32976;127;557;225;19.254580
32977;127;564;223;19.255169
32978;127;530;234;19.255775
32979;127;548;240;19.256396
32980;127;545;226;19.256996
32981;127;546;224;19.257586
32982;127;551;219;19.258175
32983;127;538;228;19.258763
32984;127;541;237;19.259367
32985;127;558;237;19.259974
32986;127;536;228;19.260586
32987;127;557;228;19.261196
32988;127;576;228;19.261799
32989;127;553;230;19.262413
32990;127;545;229;19.263003
32991;127;573;224;19.263589
32992;127;546;221;19.264181
32993;127;543;224;19.264767
32994;127;541;227;19.265355
32995;127;561;233;19.265932
32996;127;544;236;19.266534
32997;127;549;225;19.267138
32998;127;530;231;19.267744
32999;127;563;219;19.268334
33000;127;543;232;19.268939
33001;127;531;224;19.269549
33002;127;546;224;19.270157
33003;127;567;223;19.270750
33004;127;555;229;19.271378
33005;127;567;226;19.271978
33006;127;576;218;19.272547
33007;127;560;216;19.273132
33008;127;556;229;19.273706
33009;127;549;235;19.274308
33010;127;551;228;19.274902
33011;127;540;221;19.275493
33012;127;557;233;19.276088
33013;127;556;230;19.276696
33014;127;559;219;19.277308
33015;127;560;232;19.277910
33016;127;547;229;19.278509
33017;127;578;228;19.279108
33018;127;528;226;19.279706
33019;127;580;226;19.280303
33020;127;593;224;19.280899
33021;127;544;237;19.281507
33022;127;551;228;19.282097
33023;127;533;225;19.282701
33024;127;544;218;19.283288
33025;127;569;226;19.283876
33026;127;536;227;19.284471
33027;127;563;224;19.285070
33028;127;559;225;19.285670
33029;127;534;223;19.286260
33030;127;573;229;19.286864
33031;127;563;231;19.287467
33032;127;553;229;19.288076
33033;127;541;233;19.288687
33034;127;557;220;19.289296
33035;127;541;230;19.289885
33036;127;549;229;19.290475
33037;127;548;225;19.291074
33038;127;537;217;19.291641
33039;127;545;218;19.292206
33040;127;556;227;19.292797
33041;127;584;230;19.293388
33042;127;543;235;19.293992
33043;127;587;226;19.294592
33044;127;536;225;19.295194
33045;127;553;222;19.295788
33046;127;556;217;19.296375
33047;127;522;223;19.296968
33048;127;548;227;19.297575
33049;127;566;229;19.298177
33050;127;538;223;19.298778
33051;127;560;219;19.299360
33052;127;546;230;19.299953
33053;127;556;237;19.300548
33054;127;558;230;19.301147
33055;127;566;233;19.301764
33056;127;550;231;19.302370
33057;127;547;222;19.302979
33058;127;543;217;19.303570
33059;127;539;230;19.304155
33060;127;562;233;19.304757
33061;127;567;215;19.305331
33062;127;552;221;19.305919
33063;127;543;235;19.306522
33064;127;548;225;19.307101
33065;127;598;229;19.307692
33066;127;551;233;19.308295
33067;127;542;229;19.308895
33068;127;570;227;19.309490
33069;127;565;232;19.310096
33070;127;543;226;19.310694
33071;127;540;230;19.311297
33072;127;534;235;19.311910
33073;127;557;217;19.312492
33074;127;556;231;19.313090
33075;127;561;235;19.313702
33076;127;530;228;19.314307
33077;127;559;227;19.314901
33078;127;530;225;19.315497
33079;127;532;226;19.316094
33080;127;529;231;19.316691
33081;127;543;235;19.317305
33082;127;568;219;19.317889
33083;127;566;225;19.318479
33084;127;560;215;19.319063
33085;127;533;220;19.319646
33086;127;538;221;19.320242
33087;127;552;226;19.320839
33088;127;543;221;19.321437
33089;127;549;225;19.322034
33090;127;542;229;19.322632
33091;127;541;238;19.323240
33092;127;549;225;19.323848
33093;127;536;220;19.324445
33094;127;556;246;19.325067
33095;127;523;223;19.325671
33096;127;558;231;19.326273
33097;127;551;226;19.326878
33098;127;551;223;19.327461
33099;127;568;224;19.328065
33100;127;542;237;19.328672
33101;127;549;227;19.329273
33102;127;538;223;19.329867
33103;127;566;221;19.330455
33104;127;532;227;19.331044
33105;127;556;229;19.331643
33106;127;542;232;19.332248
33107;127;555;225;19.332840
33108;127;573;230;19.333449
33109;127;556;227;19.334045
33110;127;526;222;19.334646
33111;127;548;230;19.335244
33112;127;547;225;19.335845
33113;127;543;231;19.336441
33114;127;533;233;19.337045
33115;127;537;226;19.337647
33116;127;548;221;19.338231
33117;127;543;225;19.338846
33118;127;549;228;19.339443
33119;127;558;224;19.340036
33120;127;553;220;19.340631
33121;127;532;223;19.341225
33122;127;541;222;19.341821
33123;127;554;228;19.342416
33124;127;560;227;19.342997
33125;127;532;215;19.343585
33126;127;551;222;19.344186
33127;127;567;221;19.344778
33128;127;554;232;19.345359
33129;127;562;228;19.345941
33130;127;562;225;19.346534
33131;127;529;224;19.347133
33132;127;570;234;19.347733
33133;127;588;228;19.348335
33134;127;532;222;19.348924
33135;127;537;223;19.349515
33136;127;529;236;19.350103
33137;127;539;231;19.350695
33138;127;523;225;19.351297
33139;127;587;223;19.351895
33140;127;557;236;19.352497
33141;127;529;221;19.353092
33142;127;549;222;19.353680
33143;127;544;229;19.354283
33144;127;531;221;19.354881
33145;127;548;227;19.355469
33146;127;548;230;19.356060
33147;127;567;224;19.356659
33148;127;536;231;19.357256
33149;127;537;229;19.357847
33150;127;557;226;19.358445
33151;127;534;219;19.359028
33152;127;551;232;19.359628
33153;127;572;230;19.360250
33154;127;560;229;19.360851
33155;127;563;222;19.361431
33156;127;548;220;19.362021
33157;127;560;223;19.362606
33158;127;544;218;19.363194
33159;127;556;231;19.363813
33160;127;553;229;19.364413
33161;127;553;235;19.365004
33162;127;541;220;19.365619
33163;127;558;225;19.366203
33164;127;561;221;19.366801
33165;127;563;228;19.367411
33166;127;558;219;19.367998
33167;127;542;225;19.368598
33168;127;558;229;19.369190
33169;127;572;231;19.369806
33170;127;541;231;19.370416
33171;127;552;227;19.370996
33172;127;544;232;19.371592
33173;127;555;229;19.372181
33174;127;572;239;19.372799
33175;127;571;228;19.373399
33176;127;573;223;19.373988
33177;127;546;229;19.374591
33178;127;585;232;19.375201
33179;127;541;219;19.375796
33180;127;579;239;19.376397
33181;127;550;223;19.377002
33182;127;549;229;19.377598
33183;127;554;232;19.378205
33184;127;556;231;19.378809
33185;127;541;220;19.379397
33186;127;532;233;19.380006
33187;127;539;225;19.380602
33188;127;536;222;19.381205
33189;127;563;229;19.381798
33190;127;534;224;19.382411
33191;127;535;225;19.383019
33192;127;562;223;19.383620
33193;127;549;232;19.384244
33194;127;562;228;19.384850
33195;127;529;227;19.385434
33196;127;563;223;19.386038
33197;127;556;225;19.386639
33198;127;536;228;19.387240
33199;127;549;230;19.387854
33200;127;543;235;19.388574
33201;127;548;219;19.389177
33202;127;526;222;19.389755
33203;127;531;225;19.390336
33204;127;559;228;19.390954
33205;127;554;227;19.391555
33206;127;558;236;19.392163
33207;127;536;238;19.392766
33208;127;551;233;19.393375
33209;127;540;221;19.393972
33210;127;553;230;19.394548
33211;127;569;229;19.395129
33212;127;565;224;19.395719
33213;127;541;227;19.396312
33214;127;568;231;19.396917
33215;127;549;224;19.397512
33216;127;552;227;19.398115
33217;127;563;218;19.398705
33218;127;552;226;19.399294
33219;127;568;225;19.399990
33220;127;541;224;19.400584
33221;127;548;217;19.401170
33222;127;532;223;19.401770
33223;127;571;233;19.402387
33224;127;556;215;19.402965
33225;127;539;229;19.403574
33226;127;540;220;19.404164
33227;127;556;231;19.404751
33228;127;568;224;19.405342
33229;127;555;221;19.405934
33230;127;576;231;19.406533
33231;127;543;229;19.407137
33232;127;517;234;19.407755
33233;127;541;229;19.408361
33234;127;564;228;19.408957
33235;127;533;221;19.409548
33236;127;537;223;19.410139
33237;127;559;228;19.410732
33238;127;536;229;19.411336
33239;127;558;216;19.411919
33240;127;562;222;19.412511
